,%_GPST,UTC,latitude(deg),longitude(deg),height(m),x,y,Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio,sd(m),dist(m),deltay(m),deltax(m),deltaz(m)
2978,2181 31643.000,2021-10-24 08:47:09,-33.951432499,18.468552009,83.6988,266064.4453271785,6240341.732301525,6,6,0.0177,0.0467,0.0494,-0.0037,-0.0174,0.0111,0.0,0.0,0.07330893533533275,0.18688751629450612,,,
2979,2181 31644.000,2021-10-24 08:47:10,-33.951432499,18.46855201,83.6989,266064.44541961304,6240341.7323038075,6,6,0.0177,0.0467,0.0494,-0.0037,-0.0174,0.0111,0.0,0.0,0.07330893533533275,0.18693334719367757,,,
2980,2181 31645.000,2021-10-24 08:47:11,-33.951432499,18.46855201,83.699,266064.44541961304,6240341.7323038075,6,6,0.0177,0.0467,0.0493,-0.0037,-0.0174,0.0111,0.0,0.0,0.07324158654753458,0.1869787856764306,,,
2981,2181 31646.000,2021-10-24 08:47:12,-33.951432499,18.46855201,83.6991,266064.44541961304,6240341.7323038075,6,6,0.0177,0.0467,0.0493,-0.0038,-0.0174,0.0111,0.0,0.0,0.07324670641059569,0.1870242665886786,,,
2982,2181 31647.000,2021-10-24 08:47:13,-33.9514325,18.46855201,83.6992,266064.4454223518,6240341.732192888,6,6,0.0177,0.0467,0.0493,-0.0038,-0.0174,0.0111,0.0,0.0,0.07324670641059569,0.1869710204470401,,,
2983,2181 31648.000,2021-10-24 08:47:14,-33.9514325,18.468552011,83.6993,266064.4455147866,6240341.732195171,6,6,0.0177,0.0467,0.0493,-0.0038,-0.0174,0.0111,0.0,0.0,0.07324670641059569,0.18701709047705925,,,
2984,2181 31649.000,2021-10-24 08:47:15,-33.9514325,18.468552012,83.6994,266064.4456072209,6240341.732197452,6,6,0.0177,0.0467,0.0493,-0.0038,-0.0174,0.0111,0.0,0.0,0.07324670641059569,0.1870632475001013,,,
2985,2181 31650.000,2021-10-24 08:47:16,-33.9514325,18.468552012,83.6995,266064.4456072209,6240341.732197452,6,6,0.0177,0.0466,0.0492,-0.0038,-0.0174,0.0111,0.0,0.0,0.07311566179690915,0.18710892166138077,,,
2986,2181 31651.000,2021-10-24 08:47:17,-33.951432501,18.468552014,83.6996,266064.44579482864,6240341.732091099,6,6,0.0177,0.0466,0.0492,-0.0038,-0.0174,0.011,0.0,0.0,0.07310054719357441,0.18705716900005562,,,
2987,2181 31652.000,2021-10-24 08:47:18,-33.951432501,18.468552015,83.6996,266064.4458872634,6240341.732093382,6,6,0.0177,0.0466,0.0492,-0.0038,-0.0174,0.011,0.0,0.0,0.07310054719357441,0.1870578320004801,,,
2988,2181 31653.000,2021-10-24 08:47:19,-33.951432501,18.468552017,83.6998,266064.44607213244,6240341.732097946,6,6,0.0176,0.0466,0.0492,-0.0038,-0.0174,0.011,0.0,0.0,0.07307639837868311,0.18715090055483885,,,
2989,2181 31654.000,2021-10-24 08:47:20,-33.951432502,18.468552018,83.6999,266064.44616730587,6240341.731989311,6,6,0.0176,0.0466,0.0492,-0.0038,-0.0174,0.011,0.0,0.0,0.07307639837868311,0.18709899777689964,,,
2990,2181 31655.000,2021-10-24 08:47:21,-33.951432502,18.46855202,83.6999,266064.44635217485,6240341.731993875,6,6,0.0176,0.0466,0.0491,-0.0038,-0.0174,0.011,0.0,0.0,0.07300910902072426,0.1871007330768718,,,
2991,2181 31656.000,2021-10-24 08:47:22,-33.951432502,18.46855202,83.7,266064.44635217485,6240341.731993875,6,6,0.0176,0.0466,0.0491,-0.0039,-0.0174,0.011,0.0,0.0,0.07301438214488978,0.18714666525990625,,,
2992,2181 31657.000,2021-10-24 08:47:23,-33.951432502,18.468552021,83.7,266064.4464446096,6240341.731996158,6,6,0.0176,0.0466,0.0491,-0.0039,-0.0174,0.011,0.0,0.0,0.07301438214488978,0.1871476028656088,,,
2993,2181 31658.000,2021-10-24 08:47:24,-33.951432502,18.468552022,83.7001,266064.446537044,6240341.73199844,6,6,0.0176,0.0466,0.0491,-0.0039,-0.0174,0.011,0.0,0.0,0.07301438214488978,0.18719455836071458,,,
2994,2181 31659.000,2021-10-24 08:47:25,-33.951432503,18.468552023,83.7001,266064.4466322174,6240341.731889806,6,6,0.0176,0.0466,0.0491,-0.0039,-0.0174,0.0109,0.0,0.0,0.07299938355904109,0.18709708307263348,,,
2995,2181 31660.000,2021-10-24 08:47:26,-33.951432503,18.468552025,83.7002,266064.4468170864,6240341.73189437,6,6,0.0176,0.0465,0.049,-0.0039,-0.0174,0.0109,0.0,0.0,0.07286830586750319,0.18714531556923433,,,
2996,2181 31661.000,2021-10-24 08:47:27,-33.951432503,18.468552025,83.7003,266064.4468170864,6240341.73189437,6,6,0.0176,0.0465,0.049,-0.0039,-0.0174,0.0109,0.0,0.0,0.07286830586750319,0.1871913970766522,,,
2997,2181 31662.000,2021-10-24 08:47:28,-33.951432503,18.468552025,83.7003,266064.4468170864,6240341.73189437,6,6,0.0176,0.0465,0.049,-0.0039,-0.0174,0.0109,0.0,0.0,0.07286830586750319,0.1871913970766522,,,
2998,2181 31663.000,2021-10-24 08:47:29,-33.951432503,18.468552025,83.7003,266064.4468170864,6240341.73189437,6,6,0.0176,0.0465,0.049,-0.0039,-0.0174,0.0109,0.0,0.0,0.07286830586750319,0.1871913970766522,,,
2999,2181 31664.000,2021-10-24 08:47:30,-33.951432503,18.468552027,83.7003,266064.44700195553,6240341.731898935,6,6,0.0176,0.0465,0.049,-0.0039,-0.0174,0.0109,0.0,0.0,0.07286830586750319,0.187193771742917,,,
3000,2181 31665.000,2021-10-24 08:47:31,-33.951432503,18.468552028,83.7004,266064.44709439017,6240341.731901217,6,6,0.0176,0.0465,0.0489,-0.0039,-0.0174,0.0109,0.0,0.0,0.07280109889280517,0.1872411506634048,,,
3001,2181 31666.000,2021-10-24 08:47:32,-33.951432504,18.46855203,83.7004,266064.447281998,6240341.731794862,6,6,0.0176,0.0465,0.0489,-0.0039,-0.0174,0.0109,0.0,0.0,0.07280109889280517,0.1871453841591681,,,
3002,2181 31667.000,2021-10-24 08:47:33,-33.951432504,18.468552032,83.7003,266064.44746686704,6240341.731799427,6,6,0.0176,0.0465,0.0489,-0.0039,-0.0174,0.0108,0.0,0.0,0.0727861937457922,0.18710207147018756,,,
3003,2181 31668.000,2021-10-24 08:47:34,-33.951432504,18.468552033,83.7003,266064.4475593017,6240341.731801711,6,6,0.0176,0.0465,0.0489,-0.004,-0.0174,0.0108,0.0,0.0,0.07279162039685612,0.18710355761887096,,,
3004,2181 31669.000,2021-10-24 08:47:35,-33.951432505,18.468552035,83.7002,266064.4477469091,6240341.731695356,6,6,0.0176,0.0464,0.0489,-0.004,-0.0174,0.0108,0.0,0.0,0.07272778011186647,0.18696211699900966,,,
3005,2181 31670.000,2021-10-24 08:47:36,-33.951432505,18.468552037,83.7002,266064.44793177827,6240341.731699921,6,6,0.0175,0.0464,0.0489,-0.004,-0.0174,0.0108,0.0,0.0,0.07270364502554187,0.1869654099445444,,,
3006,2181 31671.000,2021-10-24 08:47:37,-33.951432506,18.468552039,83.7002,266064.448119386,6240341.731593566,6,6,0.0175,0.0464,0.0488,-0.004,-0.0174,0.0108,0.0,0.0,0.0726364233700972,0.18687045738975952,,,
3007,2181 31672.000,2021-10-24 08:47:38,-33.951432506,18.468552041,83.7003,266064.44830425514,6240341.731598132,6,6,0.0175,0.0464,0.0488,-0.004,-0.0174,0.0108,0.0,0.0,0.0726364233700972,0.18692026713665655,,,
3008,2181 31673.000,2021-10-24 08:47:39,-33.951432507,18.468552042,83.7003,266064.4483994285,6240341.731489496,6,6,0.0175,0.0464,0.0488,-0.004,-0.0174,0.0108,0.0,0.0,0.0726364233700972,0.1868237801260584,,,
3009,2181 31674.000,2021-10-24 08:47:40,-33.951432507,18.468552044,83.7003,266064.44858429756,6240341.731494062,6,6,0.0175,0.0464,0.0488,-0.004,-0.0174,0.0108,0.0,0.0,0.0726364233700972,0.18682771615947524,,,
3010,2181 31675.000,2021-10-24 08:47:41,-33.951432507,18.468552045,83.7003,266064.4486767323,6240341.731496343,6,6,0.0175,0.0464,0.0488,-0.004,-0.0174,0.0107,0.0,0.0,0.0726216221245436,0.18682975195935395,,,
3011,2181 31676.000,2021-10-24 08:47:42,-33.951432507,18.468552046,83.7004,266064.44876916666,6240341.731498625,6,6,0.0175,0.0464,0.0487,-0.004,-0.0174,0.0107,0.0,0.0,0.07255446230246627,0.18687804581509906,,,
3012,2181 31677.000,2021-10-24 08:47:43,-33.951432508,18.468552047,83.7005,266064.4488643401,6240341.73138999,6,6,0.0175,0.0464,0.0487,-0.004,-0.0174,0.0107,0.0,0.0,0.07255446230246627,0.18682811079922038,,,
3013,2181 31678.000,2021-10-24 08:47:44,-33.951432508,18.468552048,83.7005,266064.44895677443,6240341.731392273,6,6,0.0175,0.0464,0.0487,-0.004,-0.0174,0.0107,0.0,0.0,0.07255446230246627,0.18683028470030685,,,
3014,2181 31679.000,2021-10-24 08:47:45,-33.951432508,18.468552049,83.7005,266064.4490492091,6240341.731394554,6,6,0.0175,0.0463,0.0487,-0.004,-0.0174,0.0107,0.0,0.0,0.07249055110840309,0.18683250268522072,,,
3015,2181 31680.000,2021-10-24 08:47:46,-33.951432508,18.468552051,83.7006,266064.4492340781,6240341.731399119,6,6,0.0175,0.0463,0.0487,-0.0041,-0.0174,0.0107,0.0,0.0,0.07249613782816296,0.18688339719213892,,,
3016,2181 31681.000,2021-10-24 08:47:47,-33.951432508,18.468552053,83.7005,266064.4494189473,6240341.731403684,6,6,0.0175,0.0463,0.0486,-0.0041,-0.0174,0.0107,0.0,0.0,0.0724289997169642,0.1868418385361882,,,
3017,2181 31682.000,2021-10-24 08:47:48,-33.951432508,18.468552055,83.7005,266064.4496038166,6240341.731408248,6,6,0.0175,0.0463,0.0486,-0.0041,-0.0174,0.0107,0.0,0.0,0.0724289997169642,0.18684677917312426,,,
3018,2181 31683.000,2021-10-24 08:47:49,-33.951432508,18.468552057,83.7005,266064.44978868566,6240341.731412813,6,6,0.0175,0.0463,0.0486,-0.0041,-0.0174,0.0106,0.0,0.0,0.0724142941690382,0.18685190434792165,,,
3019,2181 31684.000,2021-10-24 08:47:50,-33.951432508,18.468552059,83.7005,266064.4499735546,6240341.7314173775,6,6,0.0175,0.0463,0.0486,-0.0041,-0.0174,0.0106,0.0,0.0,0.0724142941690382,0.18685721156945803,,,
3020,2181 31685.000,2021-10-24 08:47:51,-33.951432508,18.468552063,83.7005,266064.45034329285,6240341.731426507,6,6,0.0175,0.0463,0.0486,-0.0041,-0.0174,0.0106,0.0,0.0,0.0724142941690382,0.18686837539752096,,,
3021,2181 31686.000,2021-10-24 08:47:52,-33.951432508,18.468552064,83.7005,266064.4504357274,6240341.73142879,6,6,0.0174,0.0463,0.0485,-0.0041,-0.0174,0.0106,0.0,0.0,0.07232309451344017,0.18687128083184346,,,
3022,2181 31687.000,2021-10-24 08:47:53,-33.951432508,18.468552066,83.7005,266064.45062059653,6240341.731433354,6,6,0.0174,0.0463,0.0485,-0.0041,-0.0174,0.0106,0.0,0.0,0.07232309451344017,0.18687722798455927,,,
3023,2181 31688.000,2021-10-24 08:47:54,-33.951432508,18.468552067,83.7005,266064.4507130313,6240341.731435637,6,6,0.0174,0.0463,0.0485,-0.0041,-0.0174,0.0106,0.0,0.0,0.07232309451344017,0.1868802705266454,,,
3024,2181 31689.000,2021-10-24 08:47:55,-33.951432508,18.468552068,83.7005,266064.45080546563,6240341.73143792,6,6,0.0174,0.0462,0.0485,-0.0041,-0.0174,0.0106,0.0,0.0,0.072259117071827,0.1868833587616302,,,
3025,2181 31690.000,2021-10-24 08:47:56,-33.951432508,18.468552068,83.7006,266064.45080546563,6240341.73143792,6,6,0.0174,0.0462,0.0485,-0.0041,-0.0174,0.0106,0.0,0.0,0.072259117071827,0.186929665334388,,,
3026,2181 31691.000,2021-10-24 08:47:57,-33.951432508,18.468552068,83.7006,266064.45080546563,6240341.73143792,6,6,0.0174,0.0462,0.0484,-0.0041,-0.0174,0.0105,0.0,0.0,0.07217742029194449,0.186929665334388,,,
3027,2181 31692.000,2021-10-24 08:47:58,-33.951432508,18.468552068,83.7006,266064.45080546563,6240341.73143792,6,6,0.0174,0.0462,0.0484,-0.0041,-0.0174,0.0105,0.0,0.0,0.07217742029194449,0.186929665334388,,,
3028,2181 31693.000,2021-10-24 08:47:59,-33.951432508,18.468552069,83.7006,266064.4508979003,6240341.731440201,6,6,0.0174,0.0462,0.0484,-0.0042,-0.0174,0.0105,0.0,0.0,0.07218316978354442,0.18693279766636037,,,
3029,2181 31694.000,2021-10-24 08:48:00,-33.951432508,18.468552068,83.7006,266064.45080546563,6240341.73143792,6,6,0.0174,0.0462,0.0484,-0.0042,-0.0174,0.0105,0.0,0.0,0.07218316978354442,0.186929665334388,,,
3030,2181 31695.000,2021-10-24 08:48:01,-33.951432508,18.468552068,83.7006,266064.45080546563,6240341.73143792,6,6,0.0174,0.0462,0.0484,-0.0042,-0.0174,0.0105,0.0,0.0,0.07218316978354442,0.186929665334388,,,
3031,2181 31696.000,2021-10-24 08:48:02,-33.951432508,18.468552068,83.7007,266064.45080546563,6240341.73143792,6,6,0.0174,0.0462,0.0483,-0.0042,-0.0174,0.0105,0.0,0.0,0.07211615630356348,0.18697601392164417,,,
3032,2181 31697.000,2021-10-24 08:48:03,-33.951432508,18.468552069,83.7006,266064.4508979003,6240341.731440201,6,6,0.0174,0.0462,0.0483,-0.0042,-0.0174,0.0105,0.0,0.0,0.07211615630356348,0.18693279766636037,,,
3033,2181 31698.000,2021-10-24 08:48:04,-33.951432508,18.468552071,83.7005,266064.4510827693,6240341.731444767,6,6,0.0174,0.0461,0.0483,-0.0042,-0.0174,0.0105,0.0,0.0,0.07205213390316764,0.18689289681051938,,,
3034,2181 31699.000,2021-10-24 08:48:05,-33.951432508,18.468552071,83.7004,266064.4510827693,6240341.731444767,6,6,0.0174,0.0461,0.0483,-0.0042,-0.0174,0.0104,0.0,0.0,0.0720376290559316,0.1868466346451733,,,
3035,2181 31700.000,2021-10-24 08:48:06,-33.951432508,18.46855207,83.7004,266064.45099033474,6240341.731442484,6,6,0.0174,0.0461,0.0483,-0.0042,-0.0174,0.0104,0.0,0.0,0.0720376290559316,0.18684340853016798,,,
3036,2181 31701.000,2021-10-24 08:48:07,-33.951432508,18.468552069,83.7004,266064.4508979003,6240341.731440201,6,6,0.0174,0.0461,0.0483,-0.0042,-0.0174,0.0104,0.0,0.0,0.0720376290559316,0.18684022811850165,,,
3037,2181 31702.000,2021-10-24 08:48:08,-33.951432508,18.46855207,83.7005,266064.45099033474,6240341.731442484,6,6,0.0174,0.0461,0.0482,-0.0042,-0.0174,0.0104,0.0,0.0,0.07197061900525797,0.18688967149409788,,,
3038,2181 31703.000,2021-10-24 08:48:09,-33.951432508,18.468552071,83.7006,266064.4510827693,6240341.731444767,6,6,0.0173,0.0461,0.0482,-0.0042,-0.0174,0.0104,0.0,0.0,0.07194650790691652,0.1869392010206141,,,
3039,2181 31704.000,2021-10-24 08:48:10,-33.951432508,18.468552072,83.7007,266064.451175204,6240341.7314470485,6,6,0.0173,0.0461,0.0482,-0.0042,-0.0174,0.0104,0.0,0.0,0.07194650790691652,0.18698881580471424,,,
3040,2181 31705.000,2021-10-24 08:48:11,-33.951432508,18.468552073,83.7008,266064.4512676384,6240341.731449332,6,6,0.0173,0.0461,0.0482,-0.0042,-0.0174,0.0104,0.0,0.0,0.07194650790691652,0.18703851824744983,,,
3041,2181 31706.000,2021-10-24 08:48:12,-33.951432508,18.468552073,83.7009,266064.4512676384,6240341.731449332,6,6,0.0173,0.0461,0.0482,-0.0042,-0.0174,0.0104,0.0,0.0,0.07194650790691652,0.18708494677071746,,,
3042,2181 31707.000,2021-10-24 08:48:13,-33.951432508,18.468552073,83.7009,266064.4512676384,6240341.731449332,6,6,0.0173,0.0461,0.0481,-0.0043,-0.0174,0.0103,0.0,0.0,0.07187106510968096,0.18708494677071746,,,
3043,2181 31708.000,2021-10-24 08:48:14,-33.951432508,18.468552075,83.701,266064.45145250746,6240341.731453895,6,6,0.0173,0.046,0.0481,-0.0043,-0.0174,0.0103,0.0,0.0,0.07180696345062922,0.1871381767758662,,,
3044,2181 31709.000,2021-10-24 08:48:15,-33.951432508,18.468552076,83.701,266064.45154494216,6240341.731456177,6,6,0.0173,0.046,0.0481,-0.0043,-0.0174,0.0103,0.0,0.0,0.07180696345062922,0.1871416262308113,,,
3045,2181 31710.000,2021-10-24 08:48:16,-33.951432509,18.468552077,83.7011,266064.45164011524,6240341.731347542,6,6,0.0173,0.046,0.0481,-0.0043,-0.0174,0.0103,0.0,0.0,0.07180696345062922,0.18709351893130133,,,
3046,2181 31711.000,2021-10-24 08:48:17,-33.951432509,18.468552076,83.7012,266064.4515476809,6240341.7313452605,6,6,0.0173,0.046,0.0481,-0.0043,-0.0174,0.0103,0.0,0.0,0.07180696345062922,0.18713659977825817,,,
3047,2181 31712.000,2021-10-24 08:48:18,-33.951432509,18.468552077,83.7013,266064.45164011524,6240341.731347542,6,6,0.0173,0.046,0.048,-0.0043,-0.0174,0.0103,0.0,0.0,0.07174001672706802,0.18718671113649696,,,
3048,2181 31713.000,2021-10-24 08:48:19,-33.951432509,18.468552078,83.7014,266064.45173254964,6240341.731349824,6,6,0.0173,0.046,0.048,-0.0043,-0.0174,0.0103,0.0,0.0,0.07174001672706802,0.18723690815280686,,,
3049,2181 31714.000,2021-10-24 08:48:20,-33.951432509,18.468552079,83.7014,266064.4518249843,6240341.731352107,6,6,0.0173,0.046,0.048,-0.0043,-0.0174,0.0103,0.0,0.0,0.07174001672706802,0.18724049276712254,,,
3050,2181 31715.000,2021-10-24 08:48:21,-33.951432509,18.46855208,83.7014,266064.45191741874,6240341.731354389,6,6,0.0173,0.046,0.048,-0.0043,-0.0174,0.0102,0.0,0.0,0.07172572760174692,0.18724412296869739,,,
3051,2181 31716.000,2021-10-24 08:48:22,-33.951432509,18.468552081,83.7014,266064.45200985344,6240341.731356672,6,6,0.0173,0.046,0.048,-0.0043,-0.0174,0.0102,0.0,0.0,0.07172572760174692,0.18724779876202796,,,
3052,2181 31717.000,2021-10-24 08:48:23,-33.951432509,18.468552081,83.7013,266064.45200985344,6240341.731356672,6,6,0.0173,0.046,0.048,-0.0043,-0.0174,0.0102,0.0,0.0,0.07172572760174692,0.18720114353610223,,,
3053,2181 31718.000,2021-10-24 08:48:24,-33.95143251,18.468552082,83.7013,266064.45210502646,6240341.731248036,6,6,0.0173,0.0459,0.0479,-0.0043,-0.0174,0.0102,0.0,0.0,0.0715946925407184,0.18710682644953638,,,
3054,2181 31719.000,2021-10-24 08:48:25,-33.95143251,18.468552083,83.7012,266064.4521974611,6240341.731250318,6,6,0.0173,0.0459,0.0479,-0.0043,-0.0174,0.0102,0.0,0.0,0.0715946925407184,0.18706395951038515,,,
3055,2181 31720.000,2021-10-24 08:48:26,-33.95143251,18.468552084,83.7011,266064.45228989574,6240341.731252601,6,6,0.0172,0.0459,0.0479,-0.0043,-0.0174,0.0102,0.0,0.0,0.07157059452037547,0.18702118357692102,,,
3056,2181 31721.000,2021-10-24 08:48:27,-33.95143251,18.468552084,83.701,266064.45228989574,6240341.731252601,6,6,0.0172,0.0459,0.0479,-0.0044,-0.0174,0.0102,0.0,0.0,0.07157667217746295,0.186974632253982,,,
3057,2181 31722.000,2021-10-24 08:48:28,-33.95143251,18.468552085,83.701,266064.4523823302,6240341.731254883,6,6,0.0172,0.0459,0.0479,-0.0044,-0.0174,0.0102,0.0,0.0,0.07157667217746295,0.18697849541153977,,,
3058,2181 31723.000,2021-10-24 08:48:29,-33.95143251,18.468552085,83.7009,266064.4523823302,6240341.731254883,6,6,0.0172,0.0459,0.0478,-0.0044,-0.0174,0.0101,0.0,0.0,0.07149559426985694,0.18693198695345078,,,
3059,2181 31724.000,2021-10-24 08:48:30,-33.95143251,18.468552086,83.7009,266064.45247476484,6240341.731257165,6,6,0.0172,0.0459,0.0478,-0.0044,-0.0174,0.0101,0.0,0.0,0.07149559426985694,0.18693589672997676,,,
3060,2181 31725.000,2021-10-24 08:48:31,-33.951432511,18.468552086,83.7009,266064.45247750357,6240341.731146247,6,6,0.0172,0.0459,0.0478,-0.0044,-0.0174,0.0101,0.0,0.0,0.07149559426985694,0.18683778292200792,,,
3061,2181 31726.000,2021-10-24 08:48:32,-33.951432511,18.468552087,83.7008,266064.452569938,6240341.73114853,6,6,0.0172,0.0459,0.0478,-0.0044,-0.0174,0.0101,0.0,0.0,0.07149559426985694,0.18679525227401492,,,
3062,2181 31727.000,2021-10-24 08:48:33,-33.951432511,18.468552088,83.7008,266064.45266237267,6240341.7311508125,6,6,0.0172,0.0459,0.0478,-0.0044,-0.0174,0.0101,0.0,0.0,0.07149559426985694,0.18679925727378033,,,
3063,2181 31728.000,2021-10-24 08:48:34,-33.951432511,18.468552089,83.7007,266064.45275480737,6240341.731153093,6,6,0.0172,0.0458,0.0478,-0.0044,-0.0174,0.0101,0.0,0.0,0.07143143565685908,0.18675686131093275,,,
3064,2181 31729.000,2021-10-24 08:48:35,-33.951432511,18.468552089,83.7007,266064.45275480737,6240341.731153093,6,6,0.0172,0.0458,0.0477,-0.0044,-0.0174,0.0101,0.0,0.0,0.07136455702938259,0.18675686131093275,,,
3065,2181 31730.000,2021-10-24 08:48:36,-33.951432511,18.468552091,83.7008,266064.4529396764,6240341.731157659,6,6,0.0172,0.0458,0.0477,-0.0044,-0.0174,0.0101,0.0,0.0,0.07136455702938259,0.18681154468969918,,,
3066,2181 31731.000,2021-10-24 08:48:37,-33.951432511,18.468552091,83.7007,266064.4529396764,6240341.731157659,6,6,0.0172,0.0458,0.0477,-0.0044,-0.0174,0.01,0.0,0.0,0.07135047301875441,0.1867651017437436,,,
3067,2181 31732.000,2021-10-24 08:48:38,-33.951432511,18.468552092,83.7007,266064.4530321108,6240341.731159941,6,6,0.0172,0.0458,0.0477,-0.0044,-0.0174,0.01,0.0,0.0,0.07135047301875441,0.18676929048345936,,,
3068,2181 31733.000,2021-10-24 08:48:39,-33.951432511,18.468552092,83.7007,266064.4530321108,6240341.731159941,6,6,0.0172,0.0458,0.0477,-0.0044,-0.0174,0.01,0.0,0.0,0.07135047301875441,0.18676929048345936,,,
3069,2181 31734.000,2021-10-24 08:48:40,-33.951432511,18.468552092,83.7008,266064.4530321108,6240341.731159941,6,6,0.0172,0.0458,0.0476,-0.0044,-0.0174,0.01,0.0,0.0,0.07128365871642674,0.18681573238808183,,,
3070,2181 31735.000,2021-10-24 08:48:41,-33.951432512,18.468552093,83.7008,266064.4531272842,6240341.731051305,6,6,0.0172,0.0458,0.0476,-0.0044,-0.0174,0.01,0.0,0.0,0.07128365871642674,0.18672185613997064,,,
3071,2181 31736.000,2021-10-24 08:48:42,-33.951432512,18.468552093,83.7009,266064.4531272842,6240341.731051305,6,6,0.0172,0.0458,0.0476,-0.0044,-0.0174,0.01,0.0,0.0,0.07128365871642674,0.18676836338190808,,,
3072,2181 31737.000,2021-10-24 08:48:43,-33.951432512,18.468552095,83.7009,266064.45331215323,6240341.731055871,6,6,0.0172,0.0458,0.0476,-0.0045,-0.0174,0.01,0.0,0.0,0.07128990110808123,0.18677696949160796,,,
3073,2181 31738.000,2021-10-24 08:48:44,-33.951432512,18.468552096,83.7009,266064.4534045879,6240341.731058152,6,6,0.0171,0.0457,0.0476,-0.0045,-0.0174,0.01,0.0,0.0,0.07120161515021974,0.1867813402361836,,,
3074,2181 31739.000,2021-10-24 08:48:45,-33.951432511,18.468552096,83.7009,266064.45340184914,6240341.73116907,6,6,0.0171,0.0457,0.0476,-0.0045,-0.0174,0.0099,0.0,0.0,0.07118763937650975,0.18687941780275336,,,
3075,2181 31740.000,2021-10-24 08:48:46,-33.951432511,18.468552097,83.7009,266064.4534942835,6240341.731171353,6,6,0.0171,0.0457,0.0475,-0.0045,-0.0174,0.0099,0.0,0.0,0.07112081270626763,0.18688383271297498,,,
3076,2181 31741.000,2021-10-24 08:48:47,-33.951432511,18.468552098,83.7009,266064.4535867182,6240341.731173635,6,6,0.0171,0.0457,0.0475,-0.0045,-0.0174,0.0099,0.0,0.0,0.07112081270626763,0.18688829327382633,,,
3077,2181 31742.000,2021-10-24 08:48:48,-33.951432511,18.468552099,83.7009,266064.453679153,6240341.731175917,6,6,0.0171,0.0457,0.0475,-0.0045,-0.0174,0.0099,0.0,0.0,0.07112081270626763,0.18689279865210132,,,
3078,2181 31743.000,2021-10-24 08:48:49,-33.951432511,18.468552099,83.7009,266064.453679153,6240341.731175917,6,6,0.0171,0.0457,0.0475,-0.0045,-0.0174,0.0099,0.0,0.0,0.07112081270626763,0.18689279865210132,,,
3079,2181 31744.000,2021-10-24 08:48:50,-33.951432512,18.468552098,83.7009,266064.45358945697,6240341.731062717,6,6,0.0171,0.0457,0.0475,-0.0045,-0.0174,0.0099,0.0,0.0,0.07112081270626763,0.1867902195431343,,,
3080,2181 31745.000,2021-10-24 08:48:51,-33.951432512,18.4685521,83.701,266064.453774326,6240341.731067281,6,6,0.0171,0.0457,0.0474,-0.0045,-0.0174,0.0099,0.0,0.0,0.07105406392318457,0.18684582298866803,,,
3081,2181 31746.000,2021-10-24 08:48:52,-33.951432512,18.4685521,83.701,266064.453774326,6240341.731067281,6,6,0.0171,0.0457,0.0474,-0.0045,-0.0174,0.0099,0.0,0.0,0.07105406392318457,0.18684582298866803,,,
3082,2181 31747.000,2021-10-24 08:48:53,-33.951432512,18.468552102,83.7009,266064.4539591952,6240341.731071847,6,6,0.0171,0.0457,0.0474,-0.0045,-0.0174,0.0098,0.0,0.0,0.07104019988710618,0.18680852690269328,,,
3083,2181 31748.000,2021-10-24 08:48:54,-33.951432512,18.468552103,83.7009,266064.4540516297,6240341.731074128,6,6,0.0171,0.0456,0.0474,-0.0045,-0.0174,0.0098,0.0,0.0,0.0709759114066174,0.18681321725393657,,,
3084,2181 31749.000,2021-10-24 08:48:55,-33.951432512,18.468552106,83.7009,266064.4543289334,6240341.731080975,6,6,0.0171,0.0456,0.0474,-0.0045,-0.0174,0.0098,0.0,0.0,0.0709759114066174,0.18682756381660837,,,
3085,2181 31750.000,2021-10-24 08:48:56,-33.951432512,18.468552106,83.7008,266064.4543289334,6240341.731080975,6,6,0.0171,0.0456,0.0474,-0.0045,-0.0174,0.0098,0.0,0.0,0.0709759114066174,0.1867810713151852,,,
3086,2181 31751.000,2021-10-24 08:48:57,-33.951432512,18.468552107,83.7008,266064.4544213679,6240341.731083258,6,6,0.0171,0.0456,0.0473,-0.0045,-0.0174,0.0098,0.0,0.0,0.07090916724937615,0.18678594626348607,,,
3087,2181 31752.000,2021-10-24 08:48:58,-33.951432512,18.468552108,83.7007,266064.45451380254,6240341.731085541,6,6,0.0171,0.0456,0.0473,-0.0045,-0.0174,0.0098,0.0,0.0,0.07090916724937615,0.18674441876940098,,,
3088,2181 31753.000,2021-10-24 08:48:59,-33.951432512,18.46855211,83.7006,266064.4546986716,6240341.731090104,6,6,0.0171,0.0456,0.0473,-0.0046,-0.0174,0.0098,0.0,0.0,0.07091558361883515,0.186707994095308,,,
3089,2181 31754.000,2021-10-24 08:49:00,-33.951432512,18.468552111,83.7005,266064.4547911063,6240341.731092388,6,6,0.0171,0.0456,0.0473,-0.0046,-0.0174,0.0098,0.0,0.0,0.07091558361883515,0.18666669462941837,,,
3090,2181 31755.000,2021-10-24 08:49:01,-33.951432512,18.468552112,83.7004,266064.45488354075,6240341.73109467,6,6,0.017,0.0456,0.0473,-0.0046,-0.0174,0.0097,0.0,0.0,0.07087778213234384,0.18662548376013527,,,
